Crânio;Pele;TECIDO;Caixa;NROTR;NROCT;NROCAMPO;NROPUC;GENERO;ESPECIE;SEXO;PESO;HORAC;DIA;MES;ANO;NROLOCAL;LOCAL;BLOCOPOP;TERRENO;FORMACAO;S LATITUDE;W LONGITUDE;ALTITUDE;COLETORES;CORPOmm;CAUDAmm;PESEMGARRA;INCISIVO;PECOMGARRA;VAGINA;LEITE;ESTADOREPROD;2N;NF;TESTICULOS;COMPTESDIR;COMPTESESQ;DIATESDIR;DIATESESQ;NROEMB;UTERODIR;UTEROESQ;EMB1;EMB2;EMB3;EMB4;PESOCRSTAL;NRODIPLOI;NA;METAS;ACROS;PAR1;PAR2;BANDAG;BANDAC;DAPI;NOR;MITOSE;MEIOSE;COMSINAP;CHROMOMIC;COMPCRANIO;CCONDBASAL;COMPNASAL;LNASAL;LBIMEATAL;LBIZIGOMAT;LMASTOIDE;LFRONTAL;LROSTRAL;LCXCRANIAN;FORPORBITA;CCONDNASAL;DIASTEMA;CBULA;LBULA;LINCISIVO;COMPIVPMOL;CSMOLAR;LMANDIBULA;CPALATAL;ISQUION;CPUBIS;CILEUM;LPUBIS;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;Field1;GOT-1;GOT-2;AAT1;AAT2;LAP;PGI;IDH1;MDH1;MDH2;SOD;PGM1;PGM2;PGM3;ACP;ES-4;ES6;PGD;AL;TF;PT-1;PT-2;PT-3;HB;GLO-I;FIGADO;RIM;CORACAO;ESTÔMAGO;MUSCULO;PARASITAS;RECAPTURA1;RECAPTURA2;OBSERVAÇÕES
;;caixa Thales 4;;;TR.814;;;Ctenomys;minutus;;;;7;4;1995;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;caixaThales3-caixaThales4/caixa 9;;;TR.815;;;Ctenomys;minutus;m;;;7;4;1995;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;76;30;16;;;;;;;;;;;43,39;38,42;15,44; 5,77;26,17;26,11;24,72; 8,99;10,90;16,97; 9,38;29,49;12,63;13,25; 7,62; 2,61; 3,81; 9,01;33,36;20,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixaThales3-caixaThales4/caixa 9;;;TR.816;;;Ctenomys;minutus;;;;7;4;1995;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
Dep. Genética;;;;;TR.817;;;Ctenomys;minutus;f;;;;;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;76;30;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;;;;TR.818;;;Ctenomys;minutus;m;;;;;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;76;30;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.819;;;Ctenomys;minutus;f;;;;;;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;76;30;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;caixaThales3-caixaThales4/caixa 9;G;;TR.820;;;Ctenomys;minutus;f;;16:30;28;4;1997;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;;+;;;;;;
;;;;;TR.821;;;Ctenomys;minutus;f;;;28;4;1997;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
Dep. Genética;;caixaThales2-caixaThales3-caixaThales4/caixa 9;;;TR.822;;;Ctenomys;minutus;f;;17:00;19;5;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
Dep. Genética;;caixaThales2-caixaThales3-caixaThales4/caixa 9;;;TR.823;;;Ctenomys;minutus;m;;;26;5;1995;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
Dep. Genética;;caixaThales2-caixaThales3-caixaThales4/caixa 9;I;;TR.824;;;Ctenomys;minutus;f;;;26;5;1995;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixaThales2-caixaThales3-caixaThales4/caixa 9;H;;TR.825;;;Ctenomys;minutus;m;;;26;5;1995;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
Dep. Genética;;caixaThales2-caixaThales3-caixaThales4/caixa 9;;;TR.826;;;Ctenomys;minutus;f;;;26;5;1995;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixaThales2-caixaThales3-caixaThales4/caixa 9;A;;TR.827;;;Ctenomys;minutus;m;;;26;5;1995;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
0;;caixaThales4/caixa 9;;;TR.830;;;Ctenomys;minutus;;;;;;;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
Dep. Genética;;caixa Thales 2 - caixa Thales 3 - caixa Thales 4;;;TR.831;;;Ctenomys;minutus;;;;;;;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,83;45,45;17,84; 7,71;28,20;29,85;26,75; 9,05;13,16;17,48;11,11;30,60;15,37;14,89; 8,03; 3,30; 4,26; 9,70;37,66;24,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;;;;;;;
Dep. Genética;;caixaThales3-caixaThales4/caixa 9;;;TR.832;;;Ctenomys;minutus;;;;;;;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
Dep. Genética;;caixaThales3/caixa 9;;;TR.833;;;Ctenomys;minutus;;;;;;;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
;;caixaThales3-caixaThales4/caixa 9;L;;TR.834;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;;;;;;;
;;caixaThales4-caixa14/caixa 9;;;TR.835;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 3 - caixa Thales 4 - caixa 14;;;TR.836;;;Ctenomys;minutus;m;;;15;3;1997;;35km estrada;;;;;;;;300;80;36;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 4/caixa 9;;;TR.837;;;Ctenomys;minutus;m;236;;15;3;1997;;35km estrada;;;;;;;;295;80;37;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 4;;;TR.838;;;Ctenomys;minutus;f;;;15;3;1997;;35km estrada;;;;;;;;250;70;31;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixaThales4/caixa 9;;;TR.839;;;Ctenomys;minutus;f;;;;;;;35km estrada;;;;;;;;278;80;35;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 4;;;TR.840;;;Ctenomys;minutus;f;150;11:30;6;7;1998;;Granja Passo Fundo-Mostardas;;;;5487;6615;;A,G; E.G; Fabi;260;75;33;2.6;36;;;perfu;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixaThales3-caixaThales5/caixa 9;;;TR.841;;;Ctenomys;minutus;f;155;11:45;6;7;1998;1;Granja Passo Fundo-Mostardas;;;;;;;A,G; E.G; Fabi;225;95;32;26;37;;;perfu;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 9;;;TR.842;;;Ctenomys;minutus;f;180;12:20;6;7;1998;1;Granja Passo Fundo-Mostardas;;;;;;;A,G; E.G; Fabi;242;67;34;3;38;;;perfu;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixaThales4-caixaThales5/caixa 9;;;TR.843;;;Ctenomys;minutus;m;280;12:35;6;7;1998;1;Granja Passo Fundo-Mostardas;;;;;;;A,G; E.G; Fabi;290;75;34;31;38;;;;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5/caixa 9;;;TR.844;;;Ctenomys;minutus;f;150;13:30;6;7;1998;1;Granja Passo Fundo-Mostardas;;;;;;;A,G; E.G; Fabi;236;56;25;28;30;;;perfu;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5/caixa 9;;;TR.845;;;Ctenomys;minutus;f;190;14:30;6;7;1998;2;FazendaRessaca Km 64-Mostardas;;;;;;;A,G; E.G; Fabi;250;65;35;275;30;;;perfu;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5/caixa 9;;;TR.846;;;Ctenomys;minutus;f;196;14:30;6;7;1988;2;FazendaRessaca Km 64-Mostardas;;;;;;;A,G; E.G; Fabi;255;65;37;275;32;;;perfu;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 4/caixa 9;;;TR.847;;;Ctenomys;minutus;f;110;15:30;6;7;1998;2;FazendaRessaca Km 64-Mostardas;;;;;;;A,G; E.G; Fabi;244;88;37;21;35;;;;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 9;;;TR.848;;;Ctenomys;minutus;f;150;14:25;22;7;1998;3;Km96 Capivari-Mostardas;;;;;;;A.G; Fabi; Fer;225;60;34;;37;;;cicat;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5/caixa 9;;;TR.849;;;Ctenomys;minutus;m;250;14:25;22;7;1998;3;Km96 Capivari-Mostardas;;;;;;;A.G; Fabi; Fer;270;190;33;29;38;;;;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.850;;;Ctenomys;minutus;f;150;15:30;22;7;1998;3;Km96 Capivari-Mostardas;;;;;;;A.G; Fabi; Fer;250;70;29;295;35;;;perfu;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixaThales5-caixa14/caixa 9;;;TR.850;;;Ctenomys;torquatus;f;150;10:00;1;12;1995;101;Pelotas;;Campo +/-;;;;;Trof,Ju,Elise,JRM;;;;;;-;-;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Dep. Genética;;;;TR.850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;;+;;+;;;;
;Dep. Genética;;;;TR.851;;;Ctenomys;torquatus;f;170;10:30;1;12;1995;101;Pelotas;;Campo +/-;;;;;Trof,Ju,Elise,JRM;;;;;;-;-;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;;;;;;;;
;;caixaThales5/caixa 9;;;TR.851!;;;Ctenomys;minutus;m;280;16:50;22;7;1998;3;Km96 Capivari-Mostardas;;;;;;;A.G; Fabi; Fer;276;91;30;;36;;;;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Dep. Genética;;;;TR.852;;;Ctenomys;torquatus;m;210;Tarde;30;11;1995;100;Pelotas;;Campo;;;;;Trof,Ju,Elise,JRM;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.852!;;;Ctenomys;minutus;m;175;11:40;23;9;1998;4;Km 115 - Mostardas;;;;;;;A. G; Fabi;250;60;30;;34;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.853;;;Ctenomys;torquatus;m;100;Tarde;30;11;1995;100;Pelotas;;Campo;;;;;Trof,Ju,Elise,JRM;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5/caixa 9;;;TR.853!;;;Ctenomys;minutus;m;257;12:00;23;9;1998;4;Km 115 - Mostardas;;;;;;;A. G; Fabi;290;70;33;;38;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;Dep. Genética;;;;TR.854;;;Ctenomys;torquatus;m;255;Tarde;30;11;1995;100;Pelotas;;Campo;;;;;Trof,Ju,Elise,JRM;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;;+;;;;
;;caixa Thales 5;;;TR.854!;;;Ctenomys;minutus;m;225.5;12:15;23;9;1998;4;Km 115 - Mostardas;;;;;;;A. G; Fabi;275;85;30;;35;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Dep. Genética;;;;TR.855;;;Ctenomys;torquatus;m;270;Tarde;30;11;1995;100;Pelotas;;Campo;;;;;Trof,Ju,Elise,JRM;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.855!;;;Ctenomys;minutus;m;200;15:00;23;9;1998;5;Km 115 - Mostardas;;;;;;;A. G; Fabi;250;60;30;;34;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.856;;;Ctenomys;torquatus;f;160;Tarde;30;11;1995;100;Pelotas;;Campo;;;;;Trof,Ju,Elise,JRM;;;;;;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.856!;;;Ctenomys;minutus;m;217;15:20;23;9;1998;5;Km 115 - Mostardas;;;;;;;A. G; Fabi;;;;;;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.857;;;Ctenomys;minutus;m;153;;;;;;;;;;;;;;234;69;33;2.5;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 4 -caixa Thales 5;;;TR.858;;;Ctenomys;minutus;m;323.6;;;;;;;;;;;;;;280;80;39;3.45;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 4 - caixa Thales 5;;;TR.859;;;Ctenomys;minutus;f;112;;;;;;;;;;;;;;214;58;32;2;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 4 - caixa Thales 5;;;TR.860;;;Ctenomys;minutus;f;113.5;;;;;;;;;;;;;;250;70;39;2.9;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.861;;;Ctenomys;minutus;m;140.77;;;;;;;;;;;;;;229;59;34;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 9;;;TR.862;;;Ctenomys;minutus;f;215;;;;;;;;;;;;;;241;;;2.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixaThales4/caixa 9;;;TR.864;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5/caixa 9;;;TR.865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5/caixa 9;;;TR.866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 9;;;TR.870;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 5;;;TR.885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
